My underwear is dirty.	我的內衣髒了
That river flows into the Pacific.	这条河汇入太平洋。
The policemen arrested the burglar.	警察逮捕了竊賊。
What is it that you want?	你想要什麼?
How do you know?	我怎麼知道？
I got it free.	我是免費得到的。
We're going to do that right away.	我們馬上就去做。
He has lived here for one week.	他已經住在這裡一個星期了。
The building has 20 floors.	大楼有20层。
Is our appointment today or tomorrow?	我們約的是今天還是明天？
He eats lunch at a cafeteria.	他在自助餐廳吃午餐。
There are subtle differences between the two pictures.	这两张图片之间有细致的差异。
Is she Japanese?	她是日本人嗎？
She won't be back till five.	她五點鐘才會回來。
None of this is your money.	這些都不是你的錢。
I need to take notes.	我需要作筆記。
There is a big supermarket in my neighborhood.	在我的邻近区域有一个大超市。
Bring me a dry towel.	給我一條乾毛巾。
She had two accidents within a year.	她一年裡遇到了兩次事故。
I was able to answer the question.	我能回答這個問題。
Tom drank some juice.	Tom喝了些果汁。
The boy has come home.	男孩到家了。
I'm a new student.	我是个新生。
Take off your hat when you enter a classroom.	进教室时请脱下帽子。
What newspaper do you take?	你訂閱了什麼報紙?
He is very tall.	他很高。
What did you get for Christmas?	你耶誕節得到了什麼?
I do not know when she will come back.	我不知道她什么时候会回来。
This matter is very urgent.	這件事非常緊急。
Where's the closest pharmacy?	最近的藥房在哪裡?
Learning a foreign language is difficult.	學習外語是困難的。
His brother studies very hard.	他的哥哥很用功讀書。
My mother made a sweater for me.	我媽媽為我做了一件毛衣。
They'll let us know what happens.	他们会让我们知道发生了什么。
Her look says that she loves you.	她的樣子在說她愛你。
My aunt brought me some flowers.	我阿姨給我帶來了一些花。
None of the teachers could solve the problem.	这道题目没有一位老师会做。
I like each of them.	我喜欢他们每一个。
We are confident of victory.	我們有信心獲勝。
She asked him to mail that letter.	她請他寄那封信。
Ten teams competed for the prize.	十支隊伍競逐獎項。
I'm sorry I was so rude.	對不起，我太無理了。
It's lunch time.	午餐時間到了。
He sipped the hot coffee slowly.	他慢慢地啜飲熱咖啡。
I don't want to go alone.	我不想独自前往。
Give me three pieces of salmon.	給我三片鮭魚肉。
Never give up.	决不放弃。
You may go anywhere.	你可以随便去哪儿。
This guitar is so expensive that I can't buy it.	这吉他太贵了，我没法买下。
We don't have too much time.	我们没有太多时间。
Japan produces a lot of good cameras.	日本生产很多好相机。
Have you ever eaten Japanese food?	你吃過日本料理嗎？
If I had one million yen now, I would buy a car.	如果我现在有100万日元，我会买辆车。
A bird is singing in the tree.	一隻鳥正在樹上唱歌。
She kept him waiting half an hour.	她讓他等了半小時。
He has a large farm in Colorado.	他在科羅拉多州有一個大農場。
I made sure no one was following me.	我確定沒人跟踪我。
She accused me of making a mistake.	她指責我犯了錯。
Tell me what you have in your hand.	告诉我你手里有什么。
We're still vulnerable.	我们还是脆弱不堪。
You must get up a little earlier.	你该早一点起床。
You'd better wait for the next bus.	你最好等下一班公車。
Study hard, and you'll succeed.	努力學習, 那麼你就會成功。
We watched them play baseball.	我們看著他們打棒球。
Tom typed in the password.	湯姆輸入密碼。
Are there reserved seats on the train?	火車上有預訂的座位嗎？
You should be kind to others.	对其他人你应该和善一点。
They love that.	他们喜欢那个
I love spending time with Tom.	我喜欢花时间和Tom在一起。
Tom should be worried.	Tom應該要擔心。
Take off your socks, please.	請脫下你的襪子。
Tom has visited Boston.	汤姆去过波士顿。
He told me to speak more slowly.	他告訴我要說慢一點。
The bridge is being repainted.	這座橋正被重新油漆。
That man grabbed the young girl's wrist.	那個男人抓住了這個年輕女孩的手腕。
I went to the hospital to have my eyes tested.	我到醫院去檢查了眼睛。
Suddenly, it started to rain very hard.	突然就下起了大雨。
Pretend you're me.	假装你是我。
The baby was sound asleep in her mother's arms.	孩子在母亲的怀中熟睡。
I stayed at his place yesterday.	我昨天住在他家。
Tom doesn't usually eat breakfast.	汤姆一般不吃早饭。
He got 90% in English.	他英文得到了九十分。
Where are you?	你在哪儿?
I can't say.	我不能说。
Accidents happen.	事故發生。
The top of Mt. Fuji was covered with snow.	富士山顶盖满了雪。
The enemy dropped many bombs on the factory.	敵人在工廠投下了很多炸彈。
I'm not guilty of anything.	我没有对任何事感到有罪。
His speech lasted three hours.	他的演讲持续了三个小时。
He plays tennis very well.	他打网球打得很好。
I managed to make him understand it.	我設法讓他明白了。
Tom knew what Mary intended to do.	湯姆知道瑪麗想做甚麼。
Do you want to hear it?	您想听它吗？
You were considerate not to disturb us.	你考虑周到，没有打扰我们。
My father is very angry with me.	我父親對我非常生氣。
She's a complete stranger to me.	她对我来说是一个完全陌生的人。
The town was full of activity.	小镇充满了活力。
He looked after the baby.	他照顧孩子。
The law is full of ambiguities.	法律有很多不明确的地方。
I can't do it.	我無法做到這一點。
Save it on the external hard drive.	把它保存在外接式硬碟。
This is the house where he lives.	這是他住的房子。
Tom said he's glad Mary has finally graduated.	湯姆說他很高興瑪麗畢業了。
Mary is studying in her room.	瑪麗在她的房間裡讀書。
Tom often walks to school.	汤姆经常步行去学校。
Tom really needs help now.	湯姆現在真的需要幫助。
Can you do that by yourself?	你自己一個人能做嗎？
The police are investigating the cause of the accident.	警察调查事故的原因。
It would be wonderful if you could sing at our wedding.	你能在我们的婚礼上唱歌就太好了。
That's very sweet of you.	您真是太好了。
This jacket is a little too big.	這件夾克有點太大了。
She doesn't seem to be an American.	她似乎不是美國人。
He knows how to swim.	他会游泳。
Nothing ever makes him angry.	沒有什麼事曾讓他憤怒。
I can't find what I want.	我不知道我需要什么。
I can't bear the sight of him.	我受不了他的視線。
He likes to read newspapers.	他喜欢看报纸。
Am I a good teacher?	我是一個好老師嗎？
It's nearly three o'clock.	將近三點了。
The medicine made me very sleepy.	這個藥讓我很想睡覺。
There were few people on the beach.	沙灘上的人非常少。
She hung the picture upside down.	她把画挂反了。
How are you doing today?	你今天怎么样？
Today is the 3rd.	今天三號。
She remained single all her life.	她终生未婚。
Tom was a teacher for nearly thirty years.	汤姆当教师约三十年了。
These toys are suitable for girls.	這些玩具適合女生。
If I lost my key, I wouldn't be able to lock the door.	如果我弄丟了我的鑰匙，我就無法鎖門了。
You should have worked harder.	你應該要更努力的。
My boyfriend is a journalist.	我男朋友是个记者。
Would you mind coming with me?	你介意跟我一起来吗？
When she was thirteen, she ran away from home.	她十三岁的时候离家出走了。
He did not work on Sunday night.	他週日晚上不工作。
I really didn't even notice.	我真的根本沒注意到。
I'm thrilled.	我激動不已。
Tom doesn't talk much.	汤姆说话不多。
This is considered to be a matter of great importance.	这被认为是一件大事。
You're very resourceful.	你鬼点子真多。
Get out!	滾出去！
All the boys in class worked hard.	課堂上所有的男生都很用功。
I knew he would accept.	我知道他会接受的。
I would rather stay at home than go out.	比起出门，我更喜欢待在家。
I've been looking for my tripod.	我一直在找我的三腳架。
Do you have a child?	你有孩子嗎？
That requires careful consideration.	這需要慎重考慮。
I confessed to stealing the money.	我承認偷了錢。
Do you think I'm beautiful?	你認為我美嗎？
I have to take a test tomorrow.	明天我必須參加考試。
